,right_hip_deg,left_hip_deg,right_knee_deg,left_knee_deg,right_arm_deg,left_arm_deg,h_s_ratio
0,143.69217960640563,124.85955230726026,167.1862419792986,159.70796787531887,179.21981264337066,178.97900490586892,2.432066607944297
1,143.96069613988797,126.88051059381343,167.51858180735405,159.80338202149738,177.81093186379687,176.1740571460353,2.443558874113846
2,143.97129722387334,123.60035948626302,167.51760250238155,158.57800959364752,179.36425007116046,174.304704766018,2.402636269430052
3,144.05516375602969,124.4358884066979,166.42425056203012,158.75698252938687,179.42473736115338,174.61748398813765,2.40703292094779
4,143.73589505059758,124.95317626528077,166.0286945528601,158.93504222779208,178.28773874785267,173.96936169352287,2.406608797752338
5,142.48510265748118,122.49618111356254,164.65685373161475,157.78321500239252,179.2270253681835,173.5010139332895,2.4197566603734013
6,143.50155136200007,125.20696760742346,165.84677112214766,159.15978574399838,179.23916589824972,174.91147529278913,2.4186755577923162
7,142.80144819132806,124.57581180797513,165.90967846360437,158.57540791101076,178.70503017858675,176.1656436482216,2.3953941021015974
8,143.8093694614751,124.03386149045295,165.89434697781846,157.35064426479332,178.55660369768637,175.26025575390784,2.394962248322147
9,142.7834638009014,125.05959983458632,165.92827520268781,157.79333550229043,177.31708896899275,174.59398496061186,2.3953471785189855
10,144.11979290057684,126.09720721834482,166.24706585039633,157.7896121588172,178.01316859980608,175.0966989352407,2.412665109365045
11,142.14469816847918,127.65263150413271,164.6732712488308,157.8087068000753,178.70279612269474,174.95605424130315,2.4127001656543343
12,141.12037873405757,129.09030349543224,163.56864072102158,157.842102189949,178.72026878061848,174.45363377336471,2.441840770355087
13,140.5036493415318,128.62656990368242,163.96450120817983,157.30455804875322,177.76499886176262,175.52050830134394,2.412686884131838
14,141.88032903638947,125.8010180513649,163.74935091450462,156.5650099031418,179.53514791491702,175.09956140613227,2.3994820412668765
15,143.38688755697055,125.81670280565824,165.94937731093535,156.5634092866058,179.89925590954638,174.91199366537734,2.3712751227289877
16,143.1199489608014,126.79130644602562,164.6942394234214,156.0318156724937,178.835469553961,176.0293630306512,2.386622797707494
17,142.77079307958851,126.33297458231762,164.26557373355698,155.45229684792056,178.44993111215257,176.0588161522371,2.3746741391754775
18,143.1126571377122,125.82989675167387,164.893709228313,154.85302537087603,178.56392449975,175.73103924414303,2.3875897218093014
19,143.1088416692184,127.98169764183932,164.8935800621328,155.6427437386017,178.7669297256995,176.48102860139835,2.3876247504990014
20,141.5594695400653,127.33571656248006,164.26901121589856,154.7989532785234,178.58959563692702,176.33305667025186,2.375870710159702
21,141.52700275863748,126.85580619990647,163.93583257398873,155.3728072572376,178.77296192462094,176.04344377954234,2.3476244438848313
22,142.48558769666033,126.8378654720501,163.27965739048062,155.37794632731513,177.2180208150181,177.33721919541787,2.3590002937843626
23,141.89508371733015,126.73552745122146,162.3287771837615,154.24701672624855,174.62599562041333,179.32619268908516,2.3876205036735034
24,141.632535657052,128.35991796613325,162.7429514092462,156.30718278212697,176.01293857931697,177.31584724135553,2.3886368463531706
25,146.94810757470765,129.8734439243206,164.87897994330083,157.46345798660315,175.5852174444379,178.49491662725606,2.4613076051920886
26,145.336565330041,131.68566237705505,166.29762382459379,158.20534483246973,174.26073208435886,176.0744078499763,2.4185591397849464
27,150.51439951968297,132.57404745885628,167.9785122921781,159.07515083729993,172.69798180964204,176.96424369253813,2.4934215751158164
28,151.40857847695887,134.57297921987316,168.26131422033365,160.00877256520792,170.3328614423006,176.6357698629635,2.492284277395447
29,153.58369858439428,132.92406052888657,168.46178534853075,158.43693539792415,171.29261304777853,176.14532344620395,2.524998882781427
30,151.896268183151,138.32984645920945,170.46944291651167,161.52254816728174,173.27487173615296,175.4752333974625,2.4487693313003707
31,151.85411779947853,139.8499941050184,169.01833237200077,161.33438969307738,172.8187184158616,175.8714505333633,2.4801729462631266
32,150.93901401825968,142.69523163239307,169.98294556170472,162.46969202684988,173.0369234573963,176.95855900899534,2.4503705318221436
33,153.02073640707684,142.85885280517687,170.61899566515703,161.62364053590895,174.86132986883624,176.293566173674,2.46850887260528
34,154.56491790703595,144.7837347947306,171.42555470267112,162.83307420771274,175.1395525236369,175.63040857195017,2.499941868264543
35,153.53631482050383,146.47543562456315,170.6009700473505,164.45435570838785,175.50302042301007,178.122251257136,2.4553010240113005
36,154.7894002049305,147.84712785910867,171.71672409253858,165.88331366757498,176.32959616450205,178.0221105786272,2.455936768666931
37,156.64836075403056,148.2512483803482,172.46074757100797,165.87893912092088,175.5472229738767,176.83865220119014,2.4877269881026933
38,155.91360474972447,148.87709035104493,171.48461392207395,166.02828935729065,168.84459850134672,175.90842249881328,2.4295073282712343
39,158.15209269115655,148.73913236009477,172.18300855237544,165.14160344410095,166.96468623530825,171.56206300548328,2.44701175629163
40,156.95278919868235,151.22611569555244,171.22047997102956,167.3049733769607,167.8854796053662,173.87087362750006,2.4161458333333337
41,158.05522930002567,152.6170142499972,173.45767008430317,167.87412960290573,164.7466547560523,173.42548433098818,2.421999642282241
42,158.67004581558388,152.71973851900228,173.68262599997453,167.75080370490255,163.46209266919251,171.85608614640867,2.421528212465351
43,159.03284355757896,154.2844681202094,175.7153956318285,168.59997207468084,162.53589348319198,170.2992216884777,2.4088714004650345
44,158.93306693425794,157.3229015071807,176.24412963110558,170.99527948108724,161.76145551823967,170.40387623863148,2.382000268252338
45,160.77279889420714,158.46775142166715,178.77935545191232,171.68400535891425,161.82034723119733,170.80199601157045,2.414912519263892
46,160.52655600679506,161.54932807024645,179.61761486807092,174.19996710976156,161.11889930045947,168.8321411828727,2.3696923627258086
47,160.90738017702174,162.66895168404096,179.1687121743585,175.90833438010876,161.0508565611438,169.42531388986396,2.3561387820799418
48,161.4827074307668,164.96673231966312,179.50149900276435,179.69302511542102,160.85518610343092,171.43353829422537,2.386438989038862
49,162.77591395109704,165.627733044222,178.7535317643112,179.69487220019656,159.61036154274788,171.9869923684955,2.373335447051363
50,162.7568072751289,165.80082271314683,178.7080084752182,179.03675676920037,159.60098791717797,172.07783514216052,2.3725309061268858
51,162.9317176659188,166.11567571992595,178.71650176104814,177.68891337964888,161.66913143628983,174.22082188437756,2.34175160944206
52,162.93283671835363,166.68761073526858,178.86711286371033,176.5605907619506,164.38349914999367,174.8713159592626,2.341054748603352
53,165.22993899529138,165.24247330484158,177.43060453363378,176.9323024326542,166.47165644221417,174.39126644177787,2.299126367807979
54,164.14679110438115,165.27226819713454,177.77275605929339,176.88195694246585,167.4986216136104,176.51617534645126,2.2862525368393207
55,164.58871103798492,165.90904424353388,177.04126390835484,175.70752731471728,167.50683809861215,176.51253735365376,2.2866328331862324
56,165.69606477401123,166.4612494094531,176.04955442116332,175.4558731482003,169.1808194218658,177.36578801306194,2.3165191344778253
57,164.0318602207953,166.388536721945,177.99367356302278,175.53602396748127,169.21263951081863,176.9088896571488,2.317413469278239
58,164.6159845905797,167.4511175270572,176.68104026349704,174.93002704033583,168.6940591421806,176.86963100406996,2.317326356277116
59,164.47072677388724,167.00888238729252,177.8474452942266,174.9152684458007,167.82441769114797,175.29114009672205,2.3167531073951553
60,165.03143003650564,167.58956159791722,176.66693010412862,173.77913911554788,167.34740397447342,173.63065808695174,2.3167009387572643
61,164.938770752998,166.4940439181821,176.74542395138522,174.94196694430389,167.6280169881153,174.76642979936346,2.3000441481612293
