,right_hip_deg,left_hip_deg,right_knee_deg,left_knee_deg,right_arm_deg,left_arm_deg,h_s_ratio
0,172.03591962225465,164.45304944608597,173.93669700920455,171.92007302576246,178.0647288945434,164.88306300274692,1.1619410585800167
1,172.91310353054874,163.617965757957,175.93447323944204,171.7414554014609,179.533300575054,165.94337334437765,1.1580530315107067
2,172.9044024246579,164.43886926669038,175.9329014977865,171.90617036861082,179.98992493526873,164.79906455294582,1.1933757292498992
3,172.77638055587605,164.43245235971887,174.67380632675068,171.74206084275284,178.49415749959127,164.8201275261656,1.1608688515620729
4,171.77747772272832,164.57134759118742,173.68418108012264,171.88752823744866,178.4780282013991,164.78776157048185,1.1625904010519392
5,171.75598559302304,164.35201250653506,173.64176363527687,171.72641060777204,179.98910185495453,164.73114824898872,1.1945561974502035
6,172.78628227541327,164.346187231543,175.81642452381791,171.7268316984801,179.53380892640337,164.75107432845485,1.1947315918134682
7,172.77993082291368,164.241541621562,175.7895135350646,171.71690596394774,179.52668818473444,164.70849511801413,1.193619048662148
8,171.77317183030763,164.30461858110664,173.65867842445815,171.71748144633023,178.9169183067208,166.00344852320103,1.1918668928903728
9,171.672380536254,164.32570675538298,173.54159952295993,171.71282441828436,178.4931228048713,165.9526381262346,1.1923022173555968
10,171.79712941481512,164.15512040794295,173.66334647009234,171.5417625792647,178.50685833153443,165.97956456685344,1.192434102412411
11,171.69713126657345,164.17945815986064,173.57588309211192,171.55422384409474,179.74442087374985,166.00265037765922,1.1614857831589334
12,171.6918394581504,164.2540801497253,173.55709677386167,171.54929593594528,179.75996056474446,165.9976114695382,1.1607338444687851
13,171.81438657694636,164.17888894943047,173.66237506134024,171.56633794389205,179.72521949114287,165.75839889674845,1.1604148641396599
14,171.8273619817887,164.2459033987903,173.65935622688482,171.55717098872177,177.00101117905723,166.09992939816493,1.1606657906263704
15,171.6921744476259,164.33447204481223,173.52867163295758,171.72269461871852,179.74383109830262,165.78444826797133,1.1610772079366296
16,171.68058084579775,164.1794307409352,173.50834172382233,171.55928532538925,176.9758325430693,166.01438977586326,1.1616815671838043
17,171.68276602404413,164.19239655857322,173.49995633730424,171.579351691729,176.9195859980018,166.0707477396382,1.1615147000832495
18,171.68916341373517,164.27640164179,173.5079850985146,171.73408386384097,176.97216146904094,166.02734070005144,1.1620718737335556
19,171.82093738175277,164.27593590669747,173.6634685714933,171.73116290667338,176.97766049991287,166.00769046069027,1.1619167579408545
20,171.8148556901551,163.60832472651003,173.65608615598885,171.713989811735,178.4857264291652,167.03476920987032,1.1583261569865702
21,171.8342703016387,165.26336808137594,173.65109444693474,172.7033281566882,178.4910823134989,167.30648351269522,1.1582729988624167
