,right_hip_deg,left_hip_deg,right_knee_deg,left_knee_deg,right_arm_deg,left_arm_deg,h_s_ratio
0,179.0006962896941,164.84372909221497,174.3824835716621,178.58704617856947,175.7414375557445,159.98885547423367,1.1427600931676998
1,179.6837731407224,165.42545195429312,174.3691390896141,179.19133207726958,176.90427820917193,159.02408687330916,1.142025611175787
2,179.3877249608097,165.5643820023244,173.29644274155646,179.42457847865137,175.84618565649203,159.05897128958958,1.1736789631106688
3,179.662786066434,164.8373403366644,174.5030721095053,178.58242542226455,176.79013136261906,160.0411874410175,1.111111111111111
4,178.72563250609596,164.8386890305317,173.53884693352546,178.57178193897883,176.7853990256666,160.0569248452405,1.1109223071839893
5,179.03246134586183,164.78495334152464,174.46745389281654,179.18977049231103,175.73556754897865,160.1810595592684,1.14251090644692
6,179.6749548489575,164.76216274845893,174.36453382061333,179.15444923139987,176.76612808454763,160.17489959718412,1.1123595505617965
7,178.02888885940968,164.7061540658211,176.5035722892259,178.35139168520283,175.60185383594305,159.67217278215819,1.1417353368880259
8,179.0075115872651,164.6860617437128,174.36367156098933,178.33370995396993,175.42920426181254,159.71654369380997,1.1423170140571988
9,178.97477293803243,164.7906144631704,174.50272006707186,178.52158691047177,175.7400008459565,160.0606276559788,1.1426355085814002
10,178.97598387280507,164.66831150049518,174.52837602379174,178.31358163378795,175.4791281890837,160.06121642537232,1.1424001550988738
11,178.98675170023054,164.67746818348618,174.53710751404427,178.32194519478236,175.4396773309475,160.01735650340285,1.1422062815044576
12,178.98643293851615,164.81002103723176,174.52491742115035,178.54780821747735,175.50614427150148,159.99860729815214,1.1426078526417818
13,179.6433318810984,165.44851582920444,174.40026166792026,179.3912741168369,176.92244510457442,158.94882342385668,1.143314574034543
14,179.6812533490222,165.47148138983758,174.38676515028433,179.40689860675477,176.78949220216697,158.95832527350072,1.142677012609118
15,179.69057520360772,165.56223862104878,174.3774187934797,179.40238105211893,176.57134153359436,159.12647320903383,1.143314574034543
16,179.72189959894166,165.47379298024651,174.35965509195438,179.40209280812442,176.60174074225935,158.98595521388538,1.1415688936293988
17,179.72561346752752,165.43616869280436,175.44396486118873,179.28227409112995,176.87389327495055,158.92750143979274,1.142787855272095
18,179.4294969766042,165.57261284226786,176.3744548194936,178.56326866911303,175.2099595540564,159.06770540407854,1.1123171307220394
19,177.53004649403834,165.50684364107153,175.44360669739135,179.4046432319773,177.63272833637026,158.99315602107274,1.0546707229778107
20,176.82637134223603,167.7297307007135,175.3737865157776,179.69752663508547,178.99163070842306,157.9591457412993,1.053822083147074
21,177.4594243093345,167.80252918742727,175.4396086274001,179.69973946409345,177.6244249320026,159.25339750205455,1.1073757692660955
22,175.88907522305112,168.40113152384538,173.57833100760487,179.7080406737177,178.9011895004211,158.11535099007665,1.1073887104176232
23,175.45176169429112,168.35369307753564,175.44339546757163,179.77991070382512,178.3883631792043,158.03110618928596,1.0528334786399298
24,174.43847567680447,168.23900851006283,173.65540321843176,179.9958813053145,178.37415723893335,160.39942770244014,1.0523747276688453
25,175.33424290476106,168.3200064527042,175.40688795862033,179.2953549906467,178.39660261202502,161.74481244790343,1.0766750893090524
26,174.69285766142767,168.93353150684675,175.44004191542157,179.2245612366072,177.13169697119073,162.0675405148627,1.1020052310374895
27,174.65739631417168,170.540136334497,175.44683874466705,179.8209696511733,177.1175741735901,162.12955524749339,1.1022737172227526
28,175.00835310039605,171.20555730528625,177.47289898758478,178.82424331518143,177.32238153904186,161.18442697743862,1.078619367209971
29,173.33122653667667,171.9388358826065,176.47356832518741,179.53485510446936,179.93018106039145,165.37814689709134,1.157654839574581
30,173.23883051967314,172.62145339750052,176.470982067384,179.65010665671923,179.9819496981094,167.81047717549998,1.1627351996328572
31,173.20986542232376,173.34353359558756,176.4854275773009,179.643989601768,179.9396107573836,166.81579988248907,1.195094339622642
